,name,spec,price
718,Traditional holiday cottage to let near Lot - ML003980,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£630 pw
719,Bijoux property with shared pool in Charente - PC006572_B,"Bedrooms 2, Sleeps 4",€700 to €1050 pw
720,"Holiday cottage in Briquebec town, Normandy - NM006264","Bedrooms 2, Sleeps 4, Ratings 5 9/10",£275 to £395 pw
721,"Luxury farmhouse and pool to let, Normandy - NM006457","Bedrooms 5, Sleeps 14, Ratings 8 9.8/10",£1295 to £1650 pw
722,Holiday let in gite complex near Carlux - AD004978,"Bedrooms 1, Sleeps 4",£360 to £600 pw
723,Holiday gite to let near Gavray Normandy - NM002128,"Bedrooms 1, Sleeps 2, Ratings 1 9.7/10",£285 pw
724,"Rural gite to let with pool, Midi Pyrenees - MT007446","Bedrooms 2, Sleeps 4",£550 pw
725,"Converted Barn for holiday lets, Loire Valley - VE006744_B","Bedrooms 4, Sleeps 8, Ratings 1 10/10",£800 to £1500 pw
726,18th century farmhouse to let in Deux Sevres - PS006183,"Bedrooms 4, Sleeps 9, Ratings 1 9.7/10",£1480 to £1855 pw
727,Traditional Stone Holiday Home nr Manche - NM003999,"Bedrooms 3, Sleeps 9, Ratings 3 9.4/10",£400 to £450 pw
728,Spacious gite in a complex in Poitou Charente - PV003761,"Bedrooms 2, Sleeps 6",£650 to £700 pw
729,Lakeside holiday home for rental in Correze - UH001907,"Bedrooms 4, Sleeps 8, Ratings 15 9.5/10",£283 to £525 pw
730,Large holiday let with pool in rural Normandy - NO005191,"Bedrooms 4, Sleeps 8",£1395 pw
731,"Holiday house to let for 6, Siran Languedoc - RH007552","Bedrooms 3, Sleeps 6",£700 to £850 pw
732,"Luxury gite in Deux Sevres, 3.5 hrs to ports - PS005150","Bedrooms 3, Sleeps 6, Ratings 1 9.8/10",£1400 pw
733,"Complex of 5 gites, sleeps 25, Deux Sevres - PS007500","Bedrooms 13, Sleeps 25",£2600 pw
734,Family Holiday Gite to let in Gibourne - PM007079,"Bedrooms 4, Sleeps 9",£575 to £895 pw
735,1 bedroom holiday with pool gite near Eymet - AT006594,"Bedrooms 1, Sleeps 2",£580 to £650 pw
736,Family holiday home in Dordogne manor grounds - AD005310,"Bedrooms 4, Sleeps 7, Ratings 5 10/10",£791 pw
737,Riverside holiday gite with pool in Brittany - BM007289,"Bedrooms 3, Sleeps 6",£720 to £1390 pw
738,Lovely gite to let on complex in Charente - PC005866,"Bedrooms 3, Sleeps 8",£560 to £1540 pw
739,A Holiday Gite for rent in Brittany - BN001327_A,"Bedrooms 1, Sleeps 4",£170 pw
740,Cottage for holiday let Marennes - PM003806,"Bedrooms 2, Sleeps 4",£616 to £756 pw
741,Holiday gite in rural Dordogne with pool - AD005864_A,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",€815 to €955 pw
742,"Riverside gite to let, sleeps 7, pets, Dinan - BN006628","Bedrooms 3, Sleeps 7, Ratings 12 10/10",£785 to £1035 pw
743,Self catering gite 10 minutes Grignols - AG004072,"Bedrooms 1, Sleeps 4, Ratings 5 9.8/10",£320 pw
744,"Holiday rental gites, St Jean d'Angely 18km - PM002601_B","Bedrooms 8, Sleeps 18, Ratings 2 9.8/10",£525 to £1150 pw
745,Beautiful gite to let with pool in Consac - PM007358,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£900 to £1000 pw
746,Farmhouse for holiday rental near Marmande - AT002775,"Bedrooms 2, Sleeps 4",£495 to £640 pw
747,Holiday gite with pool near Toulouse - MA006106,"Bedrooms 3, Sleeps 6",£860 to £1000 pw
748,"Large holiday character gite, rural Normandy - NM006440","Bedrooms 6, Sleeps 12",€1200 to €1500 pw
749,Holiday cottage to rent in Bannalec - BF001457_B,"Bedrooms 1, Sleeps 2",£265 to £310 pw
750,"Holiday gite, shared pool, views, Ploerdut - BM001005_E","Bedrooms 14, Sleeps 36",£560 to £946 pw
751,"Family gite with pool, Charente Maritime - PM005793_A","Bedrooms 3, Sleeps 6",£850 pw
752,"Holiday house, Gorron 3km, own lake & forest - LM003196","Bedrooms 2, Sleeps 4, Ratings 8 10/10",£475 to £590 pw
753,"Holiday let for 2 with pool, rural Aquitaine - AD005080","Bedrooms 1, Sleeps 2, Ratings 18 9.9/10",£700 pw
754,Holiday cottage with private lake in Brittany - BM004208,"Bedrooms 2, Sleeps 5, Ratings 8 10/10",£355 to £545 pw
755,"Holiday Gite to let in rural Mayenne, Loire - LM005947_A","Bedrooms 3, Sleeps 6, Ratings 2 9.8/10",£375 to £800 pw
756,Holiday gite for 2 by watermill in Noyant - LL006376,"Bedrooms 1, Sleeps 2, Ratings 4 9.6/10",£480 to £575 pw
757,"Stone Farmhouse, shared pool in Cotes d'Armor - BN003487_B","Bedrooms 6, Sleeps 16",£350 to £1250 pw
758,Stone barn & pool for holiday let in Dordogne - AD005724,"Bedrooms 2, Sleeps 4, Ratings 2 9.2/10",£600 to £1200 pw
759,"Farmhouse with private pool to let, Charente - PC005951","Bedrooms 4, Sleeps 8, Ratings 12 10/10",£899 to £1649 pw
760,Holiday house to let in Brittany - BM004444_A,"Bedrooms 4, Sleeps 10",£995 pw
761,Beautiful 16thC barn to let in Aquitaine - AD007135,"Bedrooms 2, Sleeps 4",£600 to £750 pw
762,"Converted Barn to let, sleeps 4, near Saumur - PV007249","Bedrooms 2, Sleeps 4",£570 to £1202 pw
763,Rural holiday gite for 2 to let in Charente - PC003589,"Bedrooms 1, Sleeps 2, Ratings 1 10/10",£395 to £499 pw
764,"Holiday gites with pool for rental, Dordogne - AD000161_F","Bedrooms 2, Sleeps 6",£420 to £940 pw
765,"Holiday gite for 2 with pool, Lot-et-Garonne - AT006971","Bedrooms 1, Sleeps 2",£660 to £810 pw
766,Holiday house to let near Saintes and the sea - PM004446,"Bedrooms 3, Sleeps 4",£440 pw
767,Gite to let in beautiful Poitou Charentes - PC007074,"Bedrooms 1, Sleeps 2, Ratings 1 10/10",£350 to £420 pw
768,Holiday gite accommodation nr La Palmyre - PM002091,"Bedrooms 3, Sleeps 6, Ratings 2 9.8/10",£700 pw
769,"Characterful holiday gite & pool, Aquitaine - AT007452","Bedrooms 3, Sleeps 6",£650 to £1100 pw
770,Holiday gite near Vendée coast (dog-friendly) - LV005971,"Bedrooms 2, Sleeps 4, Ratings 4 9.6/10",£445 to £475 pw
771,"Holiday house, 1 block to the sea, Cancale - BI007144","Bedrooms 3, Sleeps 8",£595 to £750 pw
772,"Holiday home rental near Saumur, Loire Valley - VI001447","Bedrooms 4, Sleeps 8, Ratings 1 9.5/10",£595 to £650 pw
773,"Tranquil gite with shared pool, Le Gicq - PM005651","Bedrooms 3, Sleeps 6, Ratings 2 10/10",£380 pw
774,Converted barn in Midi Pyrenees to let - ML004295,"Bedrooms 3, Sleeps 6, Ratings 2 9.9/10",£355 to £990 pw
775,"Cosy rural Gite to let & pool, Loire Valley - VI005891_C","Bedrooms 1, Sleeps 2",£545 to £665 pw
776,Gite for holiday rental shared pool nr Matha - PM002983_C,"Bedrooms 2, Sleeps 5",£420 to £915 pw
777,Cottage with pool to let in Charente Maritime - PM005354,"Bedrooms 2, Sleeps 5",£400 pw
778,"Lovely small holiday house watersedge, Crozon - BF002860_D","Bedrooms 2, Sleeps 4",£351 to £711 pw
779,Holiday let in rural Loire Valley - VI005100_D,"Bedrooms 1, Sleeps 2",£395 to £595 pw
780,Cosy holiday gite for adults rural Normandy - NM006512,"Bedrooms 2, Sleeps 4, Ratings 9 10/10",£469 to £525 pw
781,Family gite to let on complex nr La Rochelle - PM005762,"Bedrooms 2, Sleeps 5",£300 to £900 pw
782,Self catering holiday cottage in Brittany - BI003960_B,"Bedrooms 1, Sleeps 3",£400 pw
783,Holiday let 4km from the Vendée coast - LV004385,"Bedrooms 2, Sleeps 5, Ratings 10 9.6/10",£345 to £545 pw
784,Lovely cottage to let on a island in Normandy - NO001378_B,"Bedrooms 1, Sleeps 2",£700 pw
785,"Holiday cottage in Langonnet, Brittany - BM005731","Bedrooms 5, Sleeps 10, Ratings 1 10/10",£630 to £1030 pw
786,"Holiday cottage rental for couples, Brittany - BF003997_A","Bedrooms 1, Sleeps 2",£325 to £330 pw
787,Self catering holiday gite in Western Loire - LS004059,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£950 pw
788,Family gite accommodation nr St Jean-d'Angély - PM002197_D,"Bedrooms 3, Sleeps 6",£445 to £975 pw
789,"Cottage, holiday rental, Nantes-Brest Canal - BF002666","Bedrooms 3, Sleeps 6, Ratings 5 9.9/10",£375 pw
790,Large gite to let on complex in Charente - PC006033_B,"Bedrooms 4, Sleeps 10",£1120 to £1232 pw
791,Holiday cottage with fishing lake in Livre - LM007577,"Bedrooms 2, Sleeps 6, Ratings 1 10/10",£810 to £940 pw
792,Family gite to let on complex in Charente - PC006033_A,"Bedrooms 2, Sleeps 4",£560 to £616 pw
793,Large gite to let in Charente Maritime - PM005726,"Bedrooms 4, Sleeps 8",£500 to £1200 pw
794,Pretty Gite with shared pool near Riberac - PC004846_A,"Bedrooms 16, Sleeps 28, Ratings 3 9.8/10",£450 to £800 pw
795,"Gite to let with pool and lake, Aquitaine - AD007413","Bedrooms 2, Sleeps 5",£250 to £550 pw
796,18th Century farmhouse to let in Brittany - BI005304,"Bedrooms 5, Sleeps 10, Ratings 2 10/10",£600 to £1100 pw
797,Holiday let for 2 with pool in Aquitaine - AT004947,"Bedrooms 1, Sleeps 2, Ratings 1 10/10",£300 pw
798,"Gite to let with private pool, Midi Pyrenees - MT007427","Bedrooms 4, Sleeps 8, Ratings 2 10/10",£799 to £1299 pw
799,Lovely cottage to let in rural Normandy - NM004176,"Bedrooms 1, Sleeps 2, Ratings 4 9.8/10",£295 pw
800,Stone holiday cottage overlooking Lot Valley - MV002851_A,"Bedrooms 2, Sleeps 4",£450 to £550 pw
801,"Holiday cottage, shared pool, wi-fi, Brittany - BN000920_C","Bedrooms 11, Sleeps 29, Ratings 2 9.8/10",£400 to £2150 pw
802,Family gite to let on complex nr La Rochelle - PM005763,"Bedrooms 2, Sleeps 5",£300 to £900 pw
803,Renovated gite for holidays in Deux Sevres - PS004984,"Bedrooms 2, Sleeps 4, Ratings 5 9.9/10",£564 to £1014 pw
804,Rural Cottage in Normandy Manche - NM003449,"Bedrooms 2, Sleeps 5, Ratings 3 8.7/10",£350 to £490 pw
805,Gite for holiday rental Manche - NM003331_A,"Bedrooms 2, Sleeps 7, Ratings 27 9.7/10",£395 to £645 pw
806,"Pretty stone holiday cottage, pool, Aquitaine - AD007470","Bedrooms 2, Sleeps 4",£495 to £670 pw
807,Gite to let in rural Charente + shared pool - PC004724,"Bedrooms 2, Sleeps 2, Ratings 3 10/10",£735 pw
808,Holiday house to let in Normandy - NM003167,"Bedrooms 2, Sleeps 4, Ratings 8 8.9/10",£350 to £650 pw
809,Pretty Gite in Normandy for holiday rental - NM005657,"Bedrooms 2, Sleeps 4, Ratings 5 9.7/10",£650 to £900 pw
810,Holiday gite with pool in rural Dordogne - AD006839,"Bedrooms 1, Sleeps 2",£595 pw
811,"Large house to let, centre of Salies de Bearn - AP007322","Bedrooms 5, Sleeps 11",£725 pw
812,Lovely gite to let with a pool in Charante - PC007667,"Bedrooms 3, Sleeps 6",£630 to £1695 pw
813,Holiday let in rural Loire Valley - VI005100_C,"Bedrooms 1, Sleeps 2",£395 to £595 pw
814,Detached cottage with garden to rent nr Royan - PM000612,"Bedrooms 3, Sleeps 6, Ratings 2 7.8/10",£480 to £585 pw
815,Rural Holiday Gite for 2 in Vendee - LV006411,"Bedrooms 1, Sleeps 2",£675 to £850 pw
816,Stunning barn to let with pool in Calvados - NC003291,"Bedrooms 4, Sleeps 10, Ratings 1 10/10",£950 to £1800 pw
817,Holiday gite with private pool in Aquitaine - AD004820,"Bedrooms 4, Sleeps 8, Ratings 7 9.9/10",£650 to £850 pw
818,Charming gite & private pool to let in Cazals - ML007739,"Bedrooms 2, Sleeps 4",£1495 pw
819,Village cottage let Western Loire - LL004060,"Bedrooms 1, Sleeps 3, Ratings 3 9.3/10",£395 pw
820,Large gite to let on complex in Charente - PC006033_B,"Bedrooms 14, Sleeps 30",£560 to £1232 pw
821,Romantic cottage with pool near Poitiers - PV006204,"Bedrooms 1, Sleeps 2, Ratings 9 9.9/10",£400 to £470 pw
822,"Holiday cottage for 2, Limousin - UH007384","Bedrooms 1, Sleeps 2",£240 pw
823,"Holiday gite with shared pool, Aquitaine - AD007265","Bedrooms 2, Sleeps 5",£650 to £985 pw
824,Gite to let in beautiful Poitou Charentes - PC007074,"Bedrooms 1, Sleeps 2, Ratings 1 10/10",£350 to £420 pw
825,Beautiful gite with pool in Charente Maritime - PM005745,"Bedrooms 4, Sleeps 10, Ratings 1 9.5/10",£1200 to £1400 pw
826,Holiday cottage to rent in Brittany - BM002070_A,"Bedrooms 4, Sleeps 8",£495 to £1150 pw
827,"Perigordian stone cottage to let, Aquitaine - AD007476_A","Bedrooms 2, Sleeps 4",£560 to £680 pw
828,"Cottage to let with pool, games room, Cognac - PM005358","Bedrooms 3, Sleeps 8",£450 pw
829,Cottage for holiday rental in Limousin - US004536,"Bedrooms 4, Sleeps 12, Ratings 3 9.8/10",£1925 pw
830,Lovely Holiday Gite in rural Normandy - NM007389,"Bedrooms 3, Sleeps 6",£434 to £534 pw
831,Holiday cottage on North Brittany coast - BN004744,"Bedrooms 1, Sleeps 2, Ratings 1 10/10",£535 to £630 pw
832,Holiday house to let in Plouguenast Brittany - BN002502,"Bedrooms 2, Sleeps 5",£450 pw
833,Gite for holiday rental Deux Sevres - PS003202,"Bedrooms 2, Sleeps 4, Ratings 2 9.3/10",£340 to £600 pw
834,Restored barn & pool to let in the Perigord - AD004022,"Bedrooms 2, Sleeps 5, Ratings 3 9.7/10",£863 pw
835,Holiday cottage and pool to rent Brittany - BM002351_C,"Bedrooms 3, Sleeps 5, Ratings 3 10/10",£490 to £685 pw
836,Lovely gite to let with a pool in the Vendee - LV007718_A,"Bedrooms 2, Sleeps 4",€390 to €741 pw
837,Beautiful Brittany Farmhouse to let by a Lake - BN003616,"Bedrooms 4, Sleeps 8",£1120 pw
838,"Petite maison for 2, rural Calvados, Normandy - NC006274","Bedrooms 1, Sleeps 2, Ratings 2 9.2/10",£459 to £579 pw
839,Rural gite to let for holidays in Serigny - PV005855,"Bedrooms 2, Sleeps 4",£455 pw
840,Cottage for holiday let Charente Maritime - PM003454,"Bedrooms 3, Sleeps 6, Ratings 1 6.3/10",£856 to £926 pw
841,Beautiful rural farmhouse to let - NM003791,"Bedrooms 4, Sleeps 10, Ratings 1 7.8/10",£700 pw
842,"Characterful holiday gite & pool, Aquitaine - AT007406","Bedrooms 3, Sleeps 6",£800 to £1400 pw
843,Family gite to let on complex in Charente - PC006033_A,"Bedrooms 2, Sleeps 4",£560 to £616 pw
844,"Holiday Gite for 3, to let in rural Vendee - LV006478","Bedrooms 2, Sleeps 3, Ratings 1 9.3/10",£465 to £850 pw
845,Cottage for holiday let Charente Maritime - PM003418,"Bedrooms 3, Sleeps 6",£826 pw
846,Beautiful house and pool to let in Gournay - PS005292,"Bedrooms 4, Sleeps 8, Ratings 4 9.9/10",£1295 to £2275 pw
847,Couples gite to let for holidays in Serigny - PV005854,"Bedrooms 1, Sleeps 2, Ratings 1 10/10",£406 pw
848,Converted barn cottage rural village Normandy - NC003371,"Bedrooms 7, Sleeps 14, Ratings 7 9.3/10",£1750 to £2950 pw
849,Poolside gite for holidays in Charente - PC006588,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",£465 to £862 pw
850,"Windmill to let, heated pool, nr Carcassonne - RA004836","Bedrooms 1, Sleeps 2, Ratings 5 9.5/10",£450 to £790 pw
851,"Rural cottage and private pool, Loire Valley - VE006294","Bedrooms 1, Sleeps 2, Ratings 1 10/10",£495 to £695 pw
852,Beach holiday manor house rental in Brittany - BF003014,"Bedrooms 5, Sleeps 12, Ratings 4 8.8/10",£895 to £1795 pw
853,Rural watermill to let in Dordogne village - AD004466_B,"Bedrooms 3, Sleeps 6, Ratings 2 10/10",€808 pw
854,Holiday cottages/apartments to let nr Benodet - BF000236_J,"Bedrooms 3, Sleeps 5",€590 pw
855,Holiday gite with pool in Dordogne vineyard - AD005984,"Bedrooms 3, Sleeps 8, Ratings 3 9.9/10",€560 to €1400 pw
856,Gite to let in Charente Maritime - PM006648_B,"Bedrooms 3, Sleeps 6",£330 to £1220 pw
857,"Spacious gite with pool to let, Chavenat - PC004232","Bedrooms 2, Sleeps 6",£440 pw
858,Barn Conversion and Large Pool near Ruffec - PC004951,"Bedrooms 3, Sleeps 6, Ratings 8 9.7/10",£845 to £1295 pw
859,Holiday gite with pool & hot tub in Brittany - BM007649,"Bedrooms 3, Sleeps 6",£500 to £1000 pw
860,"Carriage house rental, Manche - NM001773_B","Bedrooms 5, Sleeps 12",£865 to £1066 pw
861,"Holiday gite, shared pool, views, Ploerdut - BM001005_E","Bedrooms 3, Sleeps 12",£946 pw
862,Holiday gite with pool on the Tarn border - MV005828,"Bedrooms 2, Sleeps 5, Ratings 9 9.9/10",£455 to £855 pw
863,Renovated barn for holiday rental Vendée - LV003031,"Bedrooms 6, Sleeps 12",£1250 pw
864,Spacious gite to let in Charente Maritime - PM006658,"Bedrooms 2, Sleeps 4, Ratings 1 9.5/10",£370 to £465 pw
865,Large holiday let in rural Loire Valley - VI005100_A,"Bedrooms 3, Sleeps 6",£895 to £1495 pw
866,Cottage to let in Aquitaine with lake - AT004390,"Bedrooms 2, Sleeps 5",£695 to £825 pw
867,Gite to let in Normandy/Pays de Loire - LS005012,"Bedrooms 4, Sleeps 9",£700 pw
868,Lovely gite to let in large grounds in Aude - RA006540,"Bedrooms 3, Sleeps 6",£350 to £880 pw
869,Large holiday let in rural Maine et Loire - LL005075,"Bedrooms 4, Sleeps 8, Ratings 4 9.8/10",£1400 to £2100 pw
870,Holiday cottage to rent near beach Brittany - BM000798,"Bedrooms 3, Sleeps 6, Ratings 7 9.1/10",£400 pw
871,Holiday cottage with private lake in Brittany - BM004208,"Bedrooms 2, Sleeps 5, Ratings 8 10/10",£355 to £545 pw
872,Holiday gite in Limousin - UH005682,"Bedrooms 3, Sleeps 8, Ratings 1 10/10",£640 pw
873,"Holiday gite complex, shared pool, Brittany - BN006697_D","Bedrooms 3, Sleeps 5",£365 to £600 pw
874,Rural holiday Cottage near to Vendee Coast - LV005835,"Bedrooms 2, Sleeps 4",£500 to £600 pw
875,Spacious holiday farmhouse in rural Dordogne - AD006235,"Bedrooms 4, Sleeps 12",£1344 to £1882 pw
876,"Gite to let, private heated pool in Limousin - UH007682","Bedrooms 2, Sleeps 5",£495 to £875 pw
877,Romantic holiday let for 2 in Aquitaine - AT006263,"Bedrooms 1, Sleeps 2",£500 to £600 pw
878,Holiday cottage & pool St Remy de Provence - CB004283,"Bedrooms 3, Sleeps 6",£850 to £1395 pw
879,"Stunning gite to let, private pool, Aquitaine - AP007494","Bedrooms 2, Sleeps 4",£450 to £690 pw
880,"Holiday gite in Brittany, heated shared pool - BI003636_B","Bedrooms 1, Sleeps 3",£350 to £400 pw
881,Rose Cottage for rent in Mayenne - Sleeps 2 - LM003633_A,"Bedrooms 2, Sleeps 4, Ratings 9 9.6/10",£440 pw
882,House & private pool to let in Dordogne - AD005220,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£1000 to £1800 pw
883,Holiday gite for let in Brittany - BM005177_C,"Bedrooms 3, Sleeps 6, Ratings 8 9.8/10",£500 to £1000 pw
884,"Large holiday cottage with pool, Dordogne - AD004314","Bedrooms 4, Sleeps 10",£920 to £1220 pw
885,Holiday gite plus pool in Argol - BF001630_B,"Bedrooms 4, Sleeps 8, Ratings 2 10/10",€1550 to €2350 pw
886,"Holiday cottage, heated pool, in Brittany - BM007108","Bedrooms 4, Sleeps 8",£1020 pw
887,Stylish 4* gite with pool in Lot et Garonne - AL006966,"Bedrooms 1, Sleeps 3, Ratings 2 10/10",£675 pw
888,Holiday let in gite complex near Carlux - AD004978,"Bedrooms 1, Sleeps 4",£360 to £600 pw
889,"Holiday cottage in Plouzec, rural Brittany - BN006788","Bedrooms 4, Sleeps 8, Ratings 1 8.5/10",£550 to £650 pw
890,Holiday house for rental at Brittany seaside - BI002398,"Bedrooms 4, Sleeps 8, Ratings 1 9.5/10",£275 to £650 pw
891,Holiday cottage in Brittany - BM006843,"Bedrooms 2, Sleeps 2",£430 to £650 pw
892,"Cottage to let in Brittany, Quistinic 5km - BM003431_A","Bedrooms 2, Sleeps 4, Ratings 13 9.9/10",£500 to £600 pw
893,"Rural gite to let with heated pool, Charente - PC006317","Bedrooms 3, Sleeps 6",£500 to £750 pw
894,Holiday let close to Vendee beaches - LV005563,"Bedrooms 2, Sleeps 5",£380 to £1100 pw
895,Renovated 3 Bed Barn to let in Gavray - NM004348,"Bedrooms 3, Sleeps 6, Ratings 8 9.9/10",£509 to £990 pw
896,"Large barn to let with private pool, Dordogne - AD005635_B","Bedrooms 4, Sleeps 8",£599 to £950 pw
897,"Normandy Holiday Cottage Rental, Le Teilleul - NM007715","Bedrooms 4, Sleeps 12",£550 to £850 pw
898,"Holiday Cottage to let with pool, Mayenne - LM006760_B","Bedrooms 1, Sleeps 3",€490 to €560 pw
899,Cosy holiday gite for adults rural Normandy - NM006512,"Bedrooms 2, Sleeps 4, Ratings 9 10/10",£469 to £525 pw
